CỘNG ĐỒNG,blockade,community,imported,BẮC,TRUNG,NAM,city_by_day,ICU_52,ECMO,new_people_vaccined_53,Bệnh nhân nặng đang điều trị 58,Thở ô xy qua mặt nạ,Thở ô xy dòng cao HFNC,Thở máy không xâm lấn,Thở máy xâm lấn,new_deaths
-1.0698428816604288,-1.1181277632686986,-0.8286326797853976,-0.7501985761091046,-0.6472060515070003,-0.39235872428942103,-0.41770857194715916,-1.7360264601787374,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.070063051576489,-1.1181277632686986,-0.8286326797853976,-0.2894466947192608,-0.6595283694179419,-0.39235872428942103,-0.41770857194715916,-1.7997428463513054,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0687420320801282,-1.1181277632686986,-0.8286326797853976,3.2813803860520285,-0.5979167798632334,-0.39235872428942103,-0.4172378885638621,-1.6723100740061694,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.068521862164068,-1.1181277632686986,-0.8286326797853976,0.056117216323122006,-0.57327214404135,-0.39235872428942103,-0.41770857194715916,-1.6085936878336013,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0694025418283086,-1.1181277632686986,-0.8286326797853976,0.056117216323122006,-0.6225614156851168,-0.39235872428942103,-0.41770857194715916,-1.7360264601787374,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.068301692248008,-1.1181277632686986,-0.8286326797853976,0.17130518667058295,-0.5609498261304082,-0.39235872428942103,-0.41770857194715916,-1.6723100740061694,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0678613524158878,-1.1181277632686986,-0.8286326797853976,-0.17425872437179987,-0.5363051903085249,-0.39235872428942103,-0.41770857194715916,-1.6723100740061694,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0694025418283086,-1.1177263387827114,-0.8286326797853976,0.17130518667058295,-0.6472060515070003,-0.37662564774481133,-0.41770857194715916,-1.6723100740061694,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0660999930874067,-1.1181277632686986,-0.8286326797853976,-0.2894466947192608,-0.4623712828428745,-0.38449218601711616,-0.4172378885638621,-1.5448773016610333,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0559721769486405,-1.1181277632686986,-0.8286326797853976,-0.7501985761091046,0.07981070523856099,-0.3608925712002016,-0.41770857194715916,-1.2262953707981934,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0610360850180236,-1.1181277632686986,-0.8286326797853976,-0.5198226354141827,-0.25289187835686533,-0.3294264181109821,-0.41770857194715916,-1.0988625984530573,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0524494582916786,-1.1181277632686986,-0.8286326797853976,0.2864931570180439,0.20303388434797814,-0.3136933415663724,-0.41770857194715916,-0.9714298261079213,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.049807419298957,-1.1181277632686986,-0.8286326797853976,-0.05907075402433894,0.20303388434797814,-0.21929488229871405,-0.41770857194715916,-1.0351462122804893,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0425418120689727,-1.068351127006288,-0.8282329148877783,-0.7501985761091046,0.6343150112309381,-0.23502795884332378,-0.41770857194715916,-1.0988625984530573,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0544309875362197,-1.0900280492495957,-0.8282329148877783,-0.6350106057616437,0.1783892485260947,-0.36875910947250645,-0.41770857194715916,-1.2262953707981934,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0520091184595584,-1.0852109554177496,-0.8286326797853976,-0.7501985761091046,0.018199115683852404,-0.17996219093718974,-0.41770857194715916,-1.0988625984530573,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0539906477040994,-1.0892252002776215,-0.8282329148877783,0.4016811273655048,-0.16663565298027333,-0.13276296130336054,-0.41770857194715916,-1.1625789846256254,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0471653803062355,-1.0763796167260316,-0.8286326797853976,-0.9805745168040265,0.5727034216762296,-0.3608925712002016,-0.41770857194715916,-1.2262953707981934,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0337350154265674,-1.0518927230808135,-0.8286326797853976,-0.7501985761091046,1.2381085888670822,-0.30582680329406753,-0.41770857194715916,-1.0988625984530573,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.0288912772732446,-1.04386423336107,-0.8278331499901589,-0.8653865464565655,1.3490094500655576,-0.20356180575410432,-0.41770857194715916,-1.2262953707981934,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0302122967696055,-1.0454699313050186,-0.8286326797853976,-0.8653865464565655,1.3982987217093246,-0.28222718847715295,-0.41770857194715916,-1.0988625984530573,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.0365972243353492,-1.057512665884634,-0.8282329148877783,-1.0957624871514875,1.1025630918467233,-0.3215598798386773,-0.41770857194715916,-1.0988625984530573,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0315333162659661,-1.0490827516789032,-0.8274333850925395,-0.8653865464565655,1.3613317679764994,-0.3215598798386773,-0.41676720518056515,-1.1625789846256254,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0449636811456342,-1.0743724942960957,-0.8266338552973008,-0.6350106057616437,0.6343150112309381,-0.34515949465559187,-0.41629652179726817,-1.0351462122804893,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.757492328848892
-1.041220792572612,-1.0659425800903648,-0.8282329148877783,-1.0957624871514875,0.8437944157169472,-0.3215598798386773,-0.41770857194715916,-1.2900117569707614,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.757492328848892
-1.0385787535798903,-1.0611254862585187,-0.8282329148877783,-0.9805745168040265,1.028629184381073,-0.34515949465559187,-0.41770857194715916,-1.0988625984530573,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0416611324047322,-1.0671468535483264,-0.8278331499901589,-0.9805745168040265,0.9177283231825976,-0.38449218601711616,-0.41770857194715916,-1.4174445293158973,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.029551787021425,-1.0446670823330442,-0.8282329148877783,-0.8653865464565655,1.5584888545515667,-0.36875910947250645,-0.4172378885638621,-1.2900117569707614,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.757492328848892
-0.9723076088457911,-0.9398952914903895,-0.8286326797853976,-0.8653865464565655,4.762291511396413,-0.36875910947250645,-0.4172378885638621,-1.2262953707981934,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0183231213023585,-1.0237930090617107,-0.8286326797853976,-1.2109504574989485,2.2115717038314777,-0.37662564774481133,-0.41770857194715916,-1.3537281431433292,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.0200844806308393,-1.027004404949608,-0.8286326797853976,-0.8653865464565655,1.6693897157500421,-0.37662564774481133,-0.4007639701484671,-1.2900117569707614,-1.052197770314267,-1.0760160621817159,-0.332154619174439,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.014360062813276,-1.0185744907438774,-0.8266338552973008,-1.0957624871514875,2.1376377963658273,-0.39235872428942103,-0.4054708039814371,-1.1625789846256254,-1.052197770314267,-1.0760160621817159,-0.3608748436562231,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.009075984827833,-1.0081374541082107,-0.8274333850925395,-0.17425872437179987,2.3347948829408947,-0.37662564774481133,-0.4026467036816551,-1.0351462122804893,-1.052197770314267,-1.0760160621817159,0.2736828310892834,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0150205725614565,-1.017771641771903,-0.8286326797853976,-1.0957624871514875,1.6693897157500421,-0.38449218601711616,-0.38946756894933904,-1.2900117569707614,-1.052197770314267,-1.0760160621817159,-0.3345056571678619,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0236071992878015,-1.0334271967254032,-0.8286326797853976,-0.8653865464565655,1.8419021665032262,-0.37662564774481133,-0.41488447164737713,-1.2262953707981934,-1.052197770314267,-1.0760160621817159,-0.2473781367370488,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0150205725614565,-1.0185744907438774,-0.8278331499901589,-1.0957624871514875,1.4968772649968582,-0.39235872428942103,-0.38240731819988405,-1.1625789846256254,-1.052197770314267,-1.0760160621817159,-0.1537817839574687,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.0196441407987191,-1.0278072539215826,-0.8270336201949202,0.17130518667058295,1.767968259037576,-0.38449218601711616,-0.4031173870649521,-1.4174445293158973,-1.052197770314267,-1.0760160621817159,-0.2792632200561329,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7642104351901633
-1.019203800966599,-1.026602980463621,-0.8274333850925395,0.9776209791028095,1.7926128948594593,-0.39235872428942103,-0.4026467036816551,-1.3537281431433292,-1.052197770314267,-1.0760160621817159,-0.04389510283292897,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
-1.0218458399593204,-1.0330257722394158,-0.8258343255020621,-0.6350106057616437,1.718678987393809,-0.39235872428942103,-0.4054708039814371,-1.4811609154884653,-1.052197770314267,-1.0760160621817159,0.061345148174431846,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.757492328848892
-1.015901252225697,-1.0197787642018388,-0.8282329148877783,-0.2894466947192608,1.9281583918798182,-0.37662564774481133,-0.4017053369150611,-1.1625789846256254,-1.052197770314267,-1.0760160621817159,-0.19069586274769104,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.757492328848892
-1.0258088984484028,-1.0386457150432364,-0.8274333850925395,-0.6350106057616437,1.3490094500655576,-0.35302603292789675,-0.4021760202983581,-1.4174445293158973,-1.052197770314267,-1.0760160621817159,-0.3243989760896269,-0.7212735207042297,-0.7247392873337034,-0.6941541475746195,-0.5617287690360846,-0.7051786857685886,-0.7709285415314348
